clase,grupo,profesor,materia,aula,dia,hora,duracion
3557,"1ASIX-DAM","39","271","20.3",4,1,,
3557,"1ASIX-DAM","39","271","20.3",4,2,,
3558,"2ASIX","42","282","20.2",3,11,,
3559,"2ASIX","39","270","20.2",2,9,,
3560,"2ASIX","45","290","20.2",5,7,,
3560,"2ASIX","45","290","20.2",5,8,,
3560,"2ASIX","45","290","20.2",5,9,,
3561,"2ASIX","42","284","20.2",3,9,,
3561,"2ASIX","42","284","20.2",3,10,,
3561,"2ASIX","42","284","20.2",4,9,,
3561,"2ASIX","42","284","20.2",4,10,,
3561,"2ASIX","42","284","20.2",4,11,,
3562,"2ASIX","118","275","20.2",1,9,,
3562,"2ASIX","118","275","20.2",1,10,,
3562,"2ASIX","118","275","20.2",1,11,,
3562,"2ASIX","118","275","20.2",2,11,,
3562,"2ASIX","118","275","20.2",2,12,,
3563,"2ASIX","39","272","20.2",1,7,,
3563,"2ASIX","39","272","20.2",1,8,,
3563,"2ASIX","39","272","20.2",2,7,,
3563,"2ASIX","39","272","20.2",2,8,,
3564,"2ASIX","42","281","20.2",4,7,,
3564,"2ASIX","42","281","20.2",4,8,,
3565,"2ASIX","39","269","20.2",3,8,,
3566,"2ASIX","117","276","20.2",1,12,,
3566,"2ASIX","117","276","20.2",2,10,,
3566,"2ASIX","117","276","20.2",5,10,,
3566,"2ASIX","117","276","20.2",5,11,,
3567,"2DAM","117","297","20.4",2,9,,
3568,"2DAM","41","265","20.4",3,8,,
3568,"2DAM","41","265","20.4",3,9,,
3568,"2DAM","41","265","20.4",5,9,,
3568,"2DAM","41","265","20.4",5,10,,
3569,"2DAM","41","298","20.4",3,10,,
3569,"2DAM","41","298","20.4",3,11,,
3569,"2DAM","41","298","20.4",4,7,,
3569,"2DAM","41","298","20.4",4,8,,
3570,"2DAM","38","266","20.4",4,9,,
3570,"2DAM","38","266","20.4",4,10,,
3571,"2DAM","40","285","20.4",3,12,,
3571,"2DAM","40","285","20.4",5,7,,
3571,"2DAM","40","285","20.4",5,8,,
3572,"2DAM","40","273","20.4",1,10,,
3572,"2DAM","40","273","20.4",1,11,,
3572,"2DAM","40","273","20.4",1,12,,
3573,"2DAM","40","274","20.4",2,11,,
3573,"2DAM","40","274","20.4",4,11,,
3573,"2DAM","40","274","20.4",4,12,,
3574,"2DAM","38","294","20.4",1,7,,
3574,"2DAM","38","294","20.4",1,8,,
3574,"2DAM","38","294","20.4",1,9,,
3575,"2DAM","40","472","20.4",2,7,,
3575,"2DAM","40","472","20.4",2,8,,
3575,"2DAM","40","472","20.4",2,10,,
3577,"1DIE","76","173","E7",5,4,,
3577,"1DIE","76","173","E7",5,5,,
3577,"1DIE","102","173","19",5,4,,
3577,"1DIE","102","173","19",5,5,,
3576,"1DIE","76","173","B1",1,4,,
3576,"1DIE","76","173","E7",5,6,,
3576,"1DIE","102","173","E6",1,4,,
3576,"1DIE","102","173","19",5,6,,
3578,"1DIE","76","173","11",3,2,,
3578,"1DIE","76","173","11",3,3,,
3578,"1DIE","76","173","11",3,4,,
3578,"1DIE","102","173","ACU",3,2,,
3578,"1DIE","102","173","ACU",3,3,,
3578,"1DIE","102","173","ACU",3,4,,
3579,"2INS B","108","3","B2",2,8,,
3579,"2INS B","92","3","16",2,8,,
3581,"2PRID","95","647","20.5",4,7,,
3585,"ADU-E1","Prof-A1","ADULTS","E1",2,12,,
3585,"ADU-E1","Prof-A1","ADULTS","E1",3,10,,
3585,"ADU-E1","Prof-A1","ADULTS","E1",4,8,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",1,4,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",1,5,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",1,8,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",1,9,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",1,10,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",1,11,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",1,12,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",2,2,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",2,3,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",2,4,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",2,5,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",2,6,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",2,10,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",2,11,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",2,12,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",3,2,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",3,3,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",3,8,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",3,9,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",3,10,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",3,11,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",3,12,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",4,3,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",4,4,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",4,5,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",4,7,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",4,8,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",4,9,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",4,10,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",4,11,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",4,12,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",5,2,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",5,3,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",5,4,,
3586,"ADU-E3","Prof. E3","ADULTS","E3",5,5,,
3587,"2INS A","90","476","34",5,4,,
3589,"ADU-E6","Prof. E6","ADULTS","TS",4,4,,
3589,"ADU-E6","Prof. E6","ADULTS","TS",4,5,,
3589,"ADU-E6","Prof. E6","ADULTS","TS",4,6,,
3590,"ADU-CAT","Prof. CAT","ADULTS","27",1,7,,
3590,"ADU-CAT","Prof. CAT","ADULTS","27",1,8,,
3590,"ADU-CAT","Prof. CAT","ADULTS","27",1,9,,
3590,"ADU-CAT","Prof. CAT","ADULTS","27",1,10,,
3591,"1GAD","20","100","32",1,1,,
